"","RSD"
"X1.68_202.1003m.z",0.079639
"X1.68_220.1036m.z",0.093489
"X1.68_129.3707m.z",0.074272
"X1.65_560.1293m.z",0.229524
"X1.65_526.1653m.z",0.36473
"X1.65_505.2085m.z",0.321459
"X1.63_184.0874m.z",0.145266
"X1.63_161.0698n",0.036917
"X1.63_262.1530n",0.11005
"X1.63_247.1296m.z",0.093907
"X1.63_333.0911m.z",0.178286
"X1.63_352.0945m.z",0.178165
"X1.63_386.0340m.z",0.17187
"X1.63_427.1578m.z",0.150332
"X1.62_837.7175m.z",0.680913
"X1.62_845.1958m.z",0.59279
"X1.63_437.0894m.z",0.207239
"X1.62_1028.2159m.z",0.524205
"X1.63_456.0927m.z",0.235826
"X1.65_266.9860m.z",0.110818
"X1.65_269.0579m.z",0.804804
"X1.65_530.1748n",0.091631
"X1.65_299.0580m.z",0.287893
"X1.65_327.0250m.z",0.226475
"X1.65_190.1011m.z",0.072146
"X1.65_387.0273m.z",0.312668
"X1.65_389.0297m.z",0.782997
"X1.65_392.2239m.z",0.113595
"X1.65_393.1006m.z",0.162786
"X1.65_373.1130n",0.185071
"X1.65_443.0919m.z",0.202564
"X1.65_503.2093m.z",0.519861
"X1.65_385.0388m.z",0.14664
"X1.65_153.0424m.z",0.198563
"X1.63_494.1536m.z",0.42408
"X1.63_504.0828m.z",0.219089
"X1.63_505.0942m.z",0.315014
"X1.63_540.1271m.z",0.209257
"X1.63_546.5847m.z",0.108122
"X1.63_546.9203m.z",0.257015
"X1.63_1074.1668n",0.60318
"X1.63_550.0848m.z",0.413657
"X1.63_574.2186m.z",0.346571
"X1.63_576.0842m.z",0.255985
"X1.63_604.1118m.z",0.291535
"X1.63_626.6109m.z",0.469873
"X1.63_874.1403m.z",0.626089
"X1.63_876.1716m.z",0.535756
"X1.65_100.0752m.z",0.065741
"X1.63_613.1826m.z",0.399721
"X1.62_826.1647m.z",0.505806
"X1.80_208.0023n",0.097371
"X1.80_343.1427m.z",0.363223
"X1.80_438.0953m.z",0.227734
"X1.80_453.1623m.z",0.821874
"X1.80_523.1098n",0.225097
"X1.80_584.1766n",0.497518
"X1.80_642.0540m.z",0.202734
"X1.80_214.0058m.z",0.080243
"X1.80_187.9912m.z",0.083047
"X1.79_188.6177m.z",0.235642
"X1.79_201.0484m.z",0.041063
"X1.79_216.6272m.z",0.162324
"X1.79_414.0464m.z",0.138295
"X1.79_558.2251m.z",0.164541
"X1.82_81.0692m.z",0.368861
"X1.80_121.0114m.z",0.084831
"X1.80_140.0173m.z",0.529106
"X1.80_149.0137m.z",0.039719
"X1.80_165.0263m.z",0.556855
"X1.79_182.0331m.z",0.069138
"X1.82_86.0609m.z",0.354067
"X1.84_149.0484m.z",0.085938
"X1.84_170.5258m.z",0.280794
"X1.84_225.5399m.z",0.315785
"X1.84_301.0809m.z",0.115656
"X1.84_359.0422m.z",0.163651
"X1.82_186.5992n",0.177015
"X1.82_212.0876n",0.087275
"X1.82_227.0535m.z",0.428661
"X1.82_271.0793m.z",0.348508
"X1.82_302.0650n",0.162184
"X1.82_336.0725n",0.109492
"X1.82_154.5245m.z",0.250725
"X1.82_355.9902m.z",0.197891
"X1.82_627.1123m.z",0.40111
"X1.82_659.0478m.z",0.276846
"X1.82_750.0921m.z",0.227082
"X1.82_855.2061m.z",0.484436
"X1.79_180.1001m.z",0.098466
"X1.72_582.2410m.z",0.080434
"X1.72_664.2604m.z",0.313477
"X1.72_835.2183m.z",0.331602
"X1.74_163.0840m.z",0.07887
"X1.74_180.1360m.z",0.649624
"X1.74_166.0520n",0.078337
"X1.74_188.0574n",0.094609
"X1.74_248.0234m.z",0.34215
"X1.74_262.0947m.z",0.121478
"X1.74_283.1464m.z",0.117917
"X1.74_342.9710m.z",0.409885
"X1.72_542.5834m.z",0.212408
"X1.72_436.1844m.z",0.141466
"X1.70_173.1649m.z",0.205155
"X1.70_190.1407m.z",0.172903
"X1.70_278.1228m.z",0.117748
"X1.70_375.2441m.z",0.332686
"X1.70_439.1486m.z",0.224798
"X1.70_580.5971m.z",0.23436
"X1.70_598.2331m.z",0.351311
"X1.70_622.2135m.z",0.285582
"X1.70_748.2082m.z",0.428736
"X1.72_200.1429m.z",0.133649
"X1.72_203.0842m.z",0.089522
"X1.72_324.1005m.z",0.100398
"X1.72_407.1270m.z",0.134201
"X1.74_504.0271m.z",0.307754
"X1.77_102.0137m.z",0.086421
"X1.77_158.0615m.z",0.820448
"X1.77_191.9840m.z",0.163837
"X1.77_246.0086m.z",0.088426
"X1.77_274.0026m.z",0.143522
"X1.77_288.0077m.z",0.115822
"X1.77_290.0062m.z",0.089111
"X1.77_522.4921m.z",0.266462
"X1.77_522.7423m.z",0.285926
"X1.79_150.0547n",0.113882
"X1.70_162.0602m.z",0.071624
"X1.74_854.3275n",0.372962
"X1.75_97.0291m.z",0.220764
"X1.75_125.0240m.z",0.163834
"X1.75_491.0590m.z",0.37355
"X1.75_187.5737m.z",0.206479
"X1.75_230.0126m.z",0.133809
"X1.75_237.9813m.z",0.109175
"X1.75_262.0075m.z",0.077211
"X1.75_246.0103n",0.145889
"X1.75_281.0091m.z",0.16602
"X1.75_290.0858m.z",0.304003
"X1.75_334.1607m.z",0.135417
"X1.75_344.9983m.z",0.343189
"X1.75_365.9874m.z",0.121526
"X1.75_356.0142n",0.350926
"X1.75_428.1765m.z",0.219155
"X1.75_199.1785m.z",0.262145
"X1.62_806.1087m.z",0.559772
"X1.56_116.1051n",0.091049
"X1.56_156.0426m.z",0.152983
"X1.56_214.5371m.z",0.235095
"X1.56_279.0062m.z",0.187503
"X1.56_296.0029m.z",0.145791
"X1.56_307.1240m.z",0.136333
"X1.56_315.0161m.z",0.408577
"X1.56_326.0088m.z",0.098658
"X1.56_329.9930m.z",0.226488
"X1.56_349.0883m.z",0.106145
"X1.56_402.0237m.z",0.110389
"X1.56_400.9885n",0.111417
"X1.56_430.0392m.z",0.244911
"X1.56_441.0647m.z",0.227841
"X1.55_611.0887m.z",0.386288
"X1.55_612.1021m.z",0.475758
"X1.55_613.0809m.z",0.514464
"X1.55_614.0940m.z",0.357339
"X1.55_628.6092m.z",0.19978
"X1.55_628.9461m.z",0.206195
"X1.55_717.1329m.z",0.512633
"X1.55_718.1274m.z",0.503694
"X1.55_723.1662m.z",0.462485
"X1.56_448.0339m.z",0.183662
"X1.55_791.1398m.z",0.550097
"X1.55_820.1245m.z",0.44054
"X1.55_823.1446m.z",0.416832
"X1.55_605.0965m.z",0.334129
"X1.56_456.0326m.z",0.260722
"X1.56_460.0683m.z",0.225494
"X1.56_773.1307m.z",0.436998
"X1.56_776.1201m.z",0.396097
"X1.56_779.1391m.z",0.469166
"X1.56_793.1340m.z",0.497213
"X1.56_799.1184m.z",0.356789
"X1.56_828.1511m.z",0.427002
"X1.56_885.1758m.z",0.571725
"X1.56_767.1212m.z",0.421352
"X1.56_766.1122m.z",0.459329
"X1.56_464.0564m.z",0.117445
"X1.56_478.0561m.z",0.19094
"X1.56_510.1510m.z",0.401952
"X1.56_537.0802m.z",0.316824
"X1.56_552.0773m.z",0.206506
"X1.56_570.0837m.z",0.319437
"X1.56_584.0810m.z",0.164827
"X1.56_585.0802m.z",0.249388
"X1.56_586.0844m.z",0.374391
"X1.56_587.1042m.z",0.212653
"X1.56_598.1790m.z",0.705221
"X1.56_459.0892m.z",0.201666
"X1.56_601.0794m.z",0.3487
"X1.56_603.0820m.z",0.199597
"X1.56_616.1066m.z",0.422686
"X1.56_617.1154m.z",0.217909
"X1.56_637.0964m.z",0.41213
"X1.56_646.1071m.z",0.274031
"X1.56_719.1261m.z",0.485277
"X1.56_731.1271m.z",0.355091
"X1.56_734.1098m.z",0.51739
"X1.56_735.1258m.z",0.4781
"X1.56_602.0878m.z",0.275553
"X1.55_589.0997m.z",0.359242
"X1.55_579.0697m.z",0.387274
"X1.55_575.1950m.z",0.136301
"X1.50_160.0909m.z",0.077517
"X1.50_173.0847m.z",0.262266
"X1.50_206.0088m.z",0.155755
"X1.50_208.9965n",0.090102
"X1.50_240.1313m.z",0.34913
"X1.50_244.1318n",0.124042
"X1.50_280.9860m.z",0.08847
"X1.50_411.2124m.z",0.346407
"X1.50_423.1781m.z",0.375111
"X1.50_451.1189m.z",0.099181
"X1.52_177.0401n",0.079642
"X1.52_206.0828m.z",0.124388
"X1.52_207.9934m.z",0.097579
"X1.52_212.2074m.z",0.22982
"X1.50_149.0843n",0.063651
"X1.50_130.0082m.z",0.071135
"X1.50_98.0946m.z",0.671106
"X1.48_894.1856m.z",0.543001
"X1.48_274.0114m.z",0.310589
"X1.48_290.1356m.z",0.108217
"X1.48_291.0706m.z",0.146578
"X1.48_332.1267n",0.106236
"X1.48_424.1202n",0.302177
"X1.52_248.0250m.z",0.10359
"X1.48_485.0628m.z",0.166839
"X1.48_496.5671m.z",0.331199
"X1.48_509.2287m.z",0.134221
"X1.48_893.1829m.z",0.395636
"X1.52_257.0007m.z",0.185861
"X1.55_293.0802m.z",0.077435
"X1.55_364.0464n",0.18677
"X1.55_411.0990m.z",0.18206
"X1.55_412.0950m.z",0.292392
"X1.55_440.0614m.z",0.19124
"X1.55_455.0361m.z",0.268058
"X1.55_473.0856m.z",0.28628
"X1.55_474.0680m.z",0.319301
"X1.55_491.0992m.z",0.303747
"X1.55_495.0580m.z",0.315294
"X1.55_541.1352m.z",0.30209
"X1.55_544.0886m.z",0.377065
"X1.55_1066.1778n",0.391623
"X1.55_547.2367m.z",0.152481
"X1.55_553.0865m.z",0.326299
"X1.55_554.1001m.z",0.382047
"X1.55_555.0934m.z",0.357219
"X1.55_568.0768m.z",0.252348
"X1.55_569.1896m.z",0.298163
"X1.55_476.0622m.z",0.347955
"X1.55_260.0761m.z",0.572286
"X1.52_359.0823m.z",0.114148
"X1.52_375.1144m.z",0.117741
"X1.52_471.7093m.z",0.184264
"X1.52_471.9644m.z",0.205827
"X1.52_564.2361m.z",0.328115
"X1.55_144.0662n",0.164917
"X1.55_206.5465m.z",0.315691
"X1.55_180.5182n",0.188204
"X1.55_229.0537m.z",0.170396
"X1.55_248.0625m.z",0.142454
"X1.55_251.0108m.z",0.198087
"X1.55_167.1871m.z",0.484361
"X1.60_463.1805m.z",0.445604
"X1.60_473.1717m.z",0.359423
"X1.60_496.1712n",0.369012
"X1.60_654.1920n",0.857143
"X1.60_671.1890m.z",0.529369
"X1.60_462.1774m.z",0.714138
"X1.60_455.1846m.z",0.118278
"X1.60_846.3801n",0.112536
"X1.60_183.1142m.z",0.136403
"X1.60_217.1188m.z",0.129237
"X1.60_239.9904m.z",0.402908
"X1.60_289.0503m.z",0.424828
"X1.60_296.1237m.z",0.131782
"X1.60_302.2072m.z",0.153589
"X1.60_327.0972n",0.404622
"X1.60_381.0187m.z",0.335013
"X1.60_387.1287n",0.372575
"X1.60_413.0468m.z",0.237814
"X1.60_381.0285n",0.233233
"X1.60_427.0406m.z",0.247109
"X1.60_315.1239m.z",0.176453
"X1.62_502.0887m.z",0.373321
"X1.62_513.1317m.z",0.115237
"X1.62_515.1282m.z",0.322539
"X1.62_532.0953m.z",0.344025
"X1.62_536.1894m.z",0.300189
"X1.62_569.7711m.z",0.439507
"X1.62_674.1717m.z",0.49919
"X1.62_693.1458m.z",0.692682
"X1.62_694.1428m.z",0.772675
"X1.62_699.1612m.z",0.486785
"X1.62_706.1168m.z",0.435706
"X1.62_707.1298m.z",0.522963
"X1.62_708.1132m.z",0.67525
"X1.62_709.1174m.z",0.771628
"X1.62_710.1210m.z",0.699219
"X1.62_487.1472m.z",0.230262
"X1.62_457.1930m.z",0.437995
"X1.62_456.2042m.z",0.177071
"X1.62_189.0523m.z",0.132538
"X1.62_191.0625n",0.074163
"X1.62_217.9893n",0.061015
"X1.62_254.1594m.z",0.10751
"X1.62_290.0479m.z",0.094621
"X1.62_292.2026m.z",0.295185
"X1.62_347.0802m.z",0.359068
"X1.62_327.9977n",0.263412
"X1.62_373.0813m.z",0.24833
"X1.62_429.1557m.z",0.340152
"X1.62_266.0760m.z",0.112262
"X1.60_148.0408m.z",0.113045
"X1.56_976.1749m.z",0.567387
"X1.58_564.0947m.z",0.512646
"X1.58_607.6061m.z",0.154922
"X1.58_624.9474n",0.27648
"X1.58_720.1214m.z",0.57219
"X1.58_511.1406m.z",0.375065
"X1.60_102.0914m.z",0.139635
"X1.60_109.0290m.z",0.559486
"X1.60_110.0611m.z",0.306553
"X1.60_30.4801n",0.480892
"X1.58_506.1245m.z",0.161682
"X1.58_471.1479m.z",0.215271
"X1.58_118.0830m.z",0.046628
"X1.58_491.1723m.z",0.392947
"X1.58_299.1462m.z",0.326482
"X1.58_320.1680m.z",0.094003
"X1.58_339.0754m.z",0.094956
"X1.58_400.0384m.z",0.177299
"X1.58_402.1631m.z",0.177711
"X1.58_417.0311m.z",0.202211
"X1.84_378.1327m.z",0.126251
"X1.21_671.0872m.z",0.414508
"X0.60_316.0105m.z",0.321139
"X0.60_318.9963m.z",0.165488
"X0.60_320.9948m.z",0.146741
"X0.60_345.0793m.z",0.089384
"X0.60_353.0676m.z",0.108989
"X0.60_363.0836m.z",0.091743
"X0.60_375.0543m.z",0.088869
"X0.60_467.6826m.z",0.384071
"X0.60_525.1508m.z",0.308521
"X0.60_749.2831m.z",0.14754
"X0.60_1010.8400m.z",0.54338
"X0.61_160.9653m.z",0.063041
"X0.61_193.9309m.z",0.153128
"X0.61_205.9944m.z",0.21903
"X0.61_218.0051m.z",0.278505
"X0.60_290.9952m.z",0.298137
"X0.60_283.0419m.z",0.106321
"X0.60_278.1225m.z",0.125339
"X0.60_271.9857m.z",0.192043
"X0.58_910.2715n",0.208289
"X0.58_934.3536m.z",0.258726
"X0.58_941.3020m.z",0.196286
"X0.58_942.3031m.z",0.568898
"X0.58_943.3100m.z",0.451375
"X0.58_1073.3504m.z",0.432284
"X0.61_222.9839m.z",0.144248
"X0.60_98.0965m.z",0.134577
"X0.60_131.0170m.z",0.729991
"X0.60_154.0967m.z",0.266653
"X0.60_123.1531n",0.151593
"X0.60_163.0424m.z",0.041042
"X0.60_212.0059m.z",0.095575
"X0.58_851.2561m.z",0.435533
"X0.67_158.1178m.z",0.206835
"X0.67_170.5159m.z",0.106192
"X0.67_253.9757m.z",0.090109
"X0.67_469.0991n",0.202762
"X0.67_528.0376m.z",0.186595
"X0.67_570.0431m.z",0.249163
"X0.67_601.1192m.z",0.510188
"X0.67_606.0840m.z",0.172394
"X0.67_640.0401m.z",0.118593
"X0.67_644.0484m.z",0.119325
"X0.67_673.0786m.z",0.300032
"X0.67_694.1106m.z",0.517798
"X0.67_698.9979m.z",0.336347
"X0.67_717.0609m.z",0.28681
"X0.67_755.0366m.z",0.239321
"X0.68_95.0374n",0.122757
"X0.68_114.0913m.z",0.345815
"X0.68_134.0809m.z",0.279136
"X0.67_113.0328m.z",0.066126
"X0.65_655.0502m.z",0.154277
"X0.61_471.0012m.z",0.376406
"X0.61_489.0311m.z",0.131741
"X0.61_537.1091m.z",0.22094
"X0.63_86.0965m.z",0.168943
"X0.63_130.1074m.z",0.832834
"X0.63_161.9674m.z",0.150898
"X0.63_248.0187m.z",0.235811
"X0.63_328.0246m.z",0.254136
"X0.63_343.0686m.z",0.210707
"X0.63_356.0433n",0.081928
"X0.61_343.9186m.z",0.352534
"X0.63_369.9979n",0.072805
"X0.63_449.0330m.z",0.140999
"X0.63_516.0079m.z",0.215149
"X0.63_687.9955m.z",0.402019
"X0.63_699.9794m.z",0.260186
"X0.65_146.0933m.z",0.103638
"X0.65_249.0254m.z",0.140858
"X0.65_418.0141n",0.098217
"X0.65_526.0384m.z",0.164279
"X0.63_417.0766m.z",0.123636
"X0.58_847.3192m.z",0.40965
"X0.58_830.2702m.z",0.433249
"X0.58_829.2886m.z",0.438702
"X0.58_95.0163m.z",0.255236
"X0.58_102.0914m.z",0.111355
"X0.58_112.1101m.z",0.581591
"X0.58_127.0483m.z",0.06925
"X0.58_141.0175m.z",0.198194
"X0.58_142.1000n",0.113194
"X0.58_167.0928m.z",0.358165
"X0.58_176.0149n",0.076461
"X0.58_203.1413m.z",0.114754
"X0.58_66.0468n",0.093889
"X0.56_1154.3770m.z",0.477399
"X0.56_999.3318m.z",0.374174
"X0.56_747.1901m.z",0.382401
"X0.56_774.2410m.z",0.431664
"X0.56_788.2653m.z",0.258143
"X0.56_844.2533m.z",0.4919
"X0.56_846.2897m.z",0.649228
"X0.56_849.2872m.z",0.414922
"X0.56_878.3040m.z",0.282796
"X0.56_903.3531m.z",0.322143
"X0.56_908.2356m.z",0.25162
"X0.56_909.2370m.z",0.377903
"X0.56_916.2518m.z",0.268535
"X0.56_917.2534m.z",0.464225
"X0.56_923.2935m.z",0.465807
"X0.56_933.2980m.z",0.502742
"X0.56_895.3323m.z",0.22414
"X0.58_212.1039m.z",0.081541
"X0.58_211.2436n",0.313411
"X0.58_527.1583m.z",0.135767
"X0.58_583.0262m.z",0.291874
"X0.58_584.0333m.z",0.226599
"X0.58_601.2077m.z",0.108514
"X0.58_622.2290m.z",0.416488
"X0.58_629.1640m.z",0.295364
"X0.58_630.1596m.z",0.372534
"X0.58_649.2153m.z",0.176178
"X0.58_682.7441m.z",0.178273
"X0.58_666.2205n",0.144438
"X0.58_475.1586m.z",0.183046
"X0.58_756.3047m.z",0.348231
"X0.58_771.2492m.z",0.364324
"X0.58_776.2864m.z",0.187034
"X0.58_777.2579m.z",0.289502
"X0.58_784.2802m.z",0.264556
"X0.68_150.0902m.z",0.859942
"X0.58_467.0450m.z",0.155459
"X0.58_213.1366n",0.073099
"X0.58_235.9656m.z",0.201939
"X0.58_256.0940m.z",0.087512
"X0.58_258.1429m.z",0.081498
"X0.58_262.0361m.z",0.597239
"X0.58_232.6315n",0.211893
"X0.58_468.1394m.z",0.468314
"X0.58_292.0181m.z",0.399612
"X0.58_372.0547m.z",0.124407
"X0.58_386.0769m.z",0.153095
"X0.58_391.1469m.z",0.199301
"X0.58_402.0198m.z",0.394923
"X0.58_409.1600m.z",0.155729
"X0.58_414.0743m.z",0.104192
"X0.58_422.0482m.z",0.109265
"X0.58_431.1514m.z",0.536487
"X0.58_318.1287m.z",0.091348
"X0.56_746.1921m.z",0.249562
"X0.68_176.0010m.z",0.382377
"X0.73_336.0045m.z",0.076592
"X0.73_344.2177m.z",0.445501
"X0.73_446.0266m.z",0.090434
"X0.73_459.0794m.z",0.105503
"X0.73_491.0245m.z",0.082101
"X0.73_460.0661n",0.080207
"X0.73_495.0225m.z",0.082364
"X0.73_497.0190m.z",0.110619
"X0.73_549.0511n",0.087201
"X0.73_653.0813m.z",0.176167
"X0.73_670.0645n",0.302057
"X0.73_782.0433m.z",0.156296
"X0.75_129.9796m.z",0.174566
"X0.75_157.0715m.z",0.078546
"X0.75_185.1282m.z",0.140969
"X0.73_314.1235m.z",0.836162
"X0.70_772.0204m.z",0.200481
"X0.70_790.0432m.z",0.351046
"X0.72_85.0288m.z",0.098369
"X0.72_142.0863m.z",0.110205
"X0.72_234.9883m.z",0.105037
"X0.72_269.1252m.z",0.111081
"X0.72_325.0318m.z",0.154809
"X0.72_433.0439m.z",0.103752
"X0.72_674.0460m.z",0.191091
"X0.72_719.1121m.z",0.371422
"X0.72_734.0849m.z",0.249472
"X0.73_134.1178m.z",0.163004
"X0.73_138.0917m.z",1.008323
"X0.73_203.9900n",0.107553
"X0.73_221.0664m.z",0.107576
"X0.72_519.1122m.z",0.231622
"X0.70_758.0459m.z",0.208267
"X0.75_197.9810n",0.145834
"X0.75_243.1452m.z",0.125357
"X0.77_163.9783m.z",0.158144
"X0.77_168.0660m.z",0.505645
"X0.77_243.5745m.z",0.186564
"X0.77_219.9949n",0.059745
"X0.77_291.9534m.z",0.110191
"X0.77_299.9346m.z",0.167373
"X0.77_344.1440m.z",0.372884
"X0.77_340.9291n",0.080182
"X0.77_505.0156m.z",0.159948
"X0.77_528.9596m.z",0.236797
"X0.77_534.9649m.z",0.241651
"X0.77_534.9455n",0.109664
"X0.77_568.9362m.z",0.309004
"X0.77_707.9765m.z",0.265647
"X0.77_713.0157m.z",0.221851
"X0.77_136.0398m.z",0.168646
"X0.75_330.1214m.z",0.13634
"X0.75_343.9171m.z",0.258111
"X0.75_350.0881m.z",0.280794
"X0.75_368.0367n",0.096723
"X0.75_352.1074n",0.066409
"X0.75_409.1973n",0.552172
"X0.75_682.0445m.z",0.123166
"X0.75_737.9845m.z",0.24638
"X0.75_780.0333m.z",0.110607
"X0.75_818.9997m.z",0.31739
"X0.75_859.0920m.z",0.272708
"X0.75_884.0241m.z",0.173171
"X0.75_898.0449m.z",0.371249
"X0.75_926.9955m.z",0.282367
"X0.75_952.0151m.z",0.412682
"X0.75_732.9882m.z",0.502876
"X0.70_757.0381m.z",0.325021
"X0.70_733.0896m.z",0.289543
"X0.70_730.0758m.z",0.41818
"X0.68_539.0678m.z",0.27629
"X0.68_524.0820n",0.171139
"X0.68_569.0604m.z",0.262199
"X0.68_585.0466m.z",0.237573
"X0.68_621.0497m.z",0.392267
"X0.68_622.0492m.z",0.195705
"X0.68_644.0757n",0.137368
"X0.68_641.0446m.z",0.123703
"X0.68_642.0513m.z",0.121705
"X0.68_643.0489m.z",0.112636
"X0.68_649.0388m.z",0.225821
"X0.68_650.0461m.z",0.141995
"X0.68_651.0709m.z",0.158079
"X0.68_660.0501m.z",0.161774
"X0.68_665.0277m.z",0.179016
"X0.68_686.1120m.z",0.373464
"X0.68_691.0861m.z",0.306431
"X0.68_692.0977m.z",0.48065
"X0.68_697.1278m.z",0.65415
"X0.68_700.0686m.z",0.16333
"X0.68_511.1400m.z",0.121732
"X0.68_509.6283m.z",0.141255
"X0.68_442.0708m.z",0.117189
"X0.68_206.0526m.z",0.145279
"X0.68_217.1351m.z",0.105592
"X0.68_230.0526m.z",0.282765
"X0.68_273.5671n",0.30339
"X0.68_272.0416m.z",0.166571
"X0.68_273.5430m.z",0.300786
"X0.68_254.1598n",0.192711
"X0.68_296.9996m.z",0.084691
"X0.68_702.0989m.z",0.332679
"X0.68_340.0416m.z",0.159001
"X0.68_345.0032m.z",0.095522
"X0.68_349.0169m.z",0.07365
"X0.68_373.0376m.z",0.091642
"X0.68_750.1725n",0.143681
"X0.68_404.0258m.z",0.054921
"X0.68_341.9954m.z",0.14302
"X0.68_708.0729m.z",0.177018
"X0.68_710.0778m.z",0.26937
"X0.68_711.0881m.z",0.331646
"X0.70_192.1599m.z",0.405324
"X0.70_198.0383m.z",0.109023
"X0.70_186.0911n",0.12799
"X0.70_204.2676m.z",0.557817
"X0.70_240.9732m.z",0.080135
"X0.70_162.5295m.z",0.122245
"X0.70_284.1976m.z",0.402517
"X0.70_343.9960m.z",0.078808
"X0.70_473.0354n",0.131319
"X0.70_556.0534m.z",0.216294
"X0.70_625.0741m.z",0.121952
"X0.70_626.0692m.z",0.134266
"X0.70_705.7915m.z",0.434446
"X0.70_715.0481m.z",0.274211
"X0.70_246.5409n",0.2182
"X0.70_137.0122n",0.08947
"X0.68_716.0470m.z",0.292806
"X0.68_718.0728m.z",0.299393
"X0.68_724.0639m.z",0.310642
"X0.68_725.0801m.z",0.295891
"X0.68_726.0656m.z",0.305876
"X0.68_727.0706m.z",0.309147
"X0.68_729.0749m.z",0.4508
"X0.68_731.0674m.z",0.322564
"X0.68_741.0682m.z",0.260159
"X0.68_746.0401m.z",0.219589
"X0.68_760.0296m.z",0.167594
"X0.68_761.0292m.z",0.294151
"X0.68_763.0294m.z",0.152206
"X0.68_777.0638m.z",0.438465
"X0.68_787.1069m.z",0.234437
"X0.68_788.0807m.z",0.275933
"X0.68_838.0526m.z",0.31502
"X0.68_839.0552m.z",0.33889
"X0.68_841.0459m.z",0.288678
"X0.68_893.0260m.z",0.33541
"X0.68_923.0133m.z",0.363647
"X0.68_962.0292m.z",0.348912
"X0.68_762.0461m.z",0.166184
"X0.77_736.9841m.z",0.320289
"X0.56_736.2559m.z",0.398961
"X0.56_733.2729m.z",0.141
"X0.50_947.2849m.z",0.399454
"X0.50_962.2615m.z",0.488545
"X0.50_970.2656m.z",0.490015
"X0.50_994.3016n",0.455777
"X0.50_957.2697n",0.518059
"X0.50_997.2603m.z",0.385161
"X0.50_998.2897m.z",0.423401
"X0.50_932.2555m.z",0.629715
"X0.50_924.2682m.z",0.253298
"X0.50_857.2620m.z",0.438712
"X0.50_860.2882m.z",0.208059
"X0.50_861.2960m.z",0.426516
"X0.50_862.3148m.z",0.321648
"X0.50_867.2449m.z",0.394125
"X0.50_868.2774m.z",0.4301
"X0.50_869.2708m.z",0.519563
"X0.50_1020.2688m.z",0.519687
"X0.50_870.3012m.z",0.134941
"X0.50_872.2751m.z",0.256679
"X0.50_883.2365m.z",0.317289
"X0.50_884.2438m.z",0.244513
"X0.50_885.2283m.z",0.683428
"X0.50_892.2834m.z",0.285875
"X0.50_901.2485m.z",0.411535
"X0.50_871.2765m.z",0.17353
"X0.50_855.3135n",0.190743
"X0.50_1022.3294m.z",0.372937
"X0.50_1101.2919n",0.501715
"X0.50_1105.2941n",0.481712
"X0.50_1073.8105n",0.744889
"X0.50_1122.2982m.z",0.562646
"X0.50_1125.3045m.z",0.542484
"X0.50_1130.8065m.z",0.622631
"X0.50_1135.2936m.z",0.464831
"X0.50_1141.3038n",0.476671
"X0.50_1144.8047n",0.750784
"X0.50_1183.3218n",0.517969
"X0.50_1179.3237m.z",0.539435
"X0.50_1192.8258m.z",0.569932
"X0.52_97.0278m.z",0.092604
"X0.52_119.0205m.z",0.259947
"X0.52_121.0241m.z",0.048184
"X0.50_1068.7590n",0.612827
"X0.50_1086.3003m.z",0.527184
"X0.50_1032.3318m.z",0.29924
"X0.50_1046.2776m.z",0.53058
"X0.50_1023.3199m.z",0.396473
"X0.50_1047.2782m.z",0.485557
"X0.50_1052.2934m.z",0.563758
"X0.50_1063.2857m.z",0.557556
"X0.50_1067.3327m.z",0.46597
"X0.50_836.2750m.z",0.423885
"X0.50_833.2310m.z",0.367328
"X0.50_251.0955m.z",0.086302
"X0.50_253.1040m.z",0.117062
"X0.50_287.1972m.z",0.613161
"X0.50_298.0995m.z",0.073258
"X0.50_302.1338m.z",0.097537
"X0.50_306.0994m.z",0.066386
"X0.50_355.0614m.z",0.096952
"X0.50_375.2226m.z",0.23797
"X0.50_377.1141m.z",0.065686
"X0.50_398.1371n",0.097177
"X0.50_385.1248n",0.102391
"X0.50_415.1782m.z",0.525067
"X0.50_428.1763m.z",0.116177
"X0.50_432.1648m.z",0.14655
"X0.50_439.1447m.z",0.115705
"X0.50_492.1515m.z",0.22337
"X0.50_494.1534m.z",0.204828
"X0.50_504.1227m.z",0.153203
"X0.50_488.1763n",0.231671
"X0.50_517.1755m.z",0.171565
"X0.50_518.1525m.z",0.14845
"X0.50_241.0334m.z",0.133439
"X0.50_235.0931m.z",0.066425
"X0.50_203.2947m.z",0.447052
"X0.50_198.2099m.z",0.241624
"X0.50_88.0850m.z",0.113238
"X0.50_90.0551m.z",0.230455
"X0.50_131.0689n",0.184642
"X0.50_114.1742m.z",0.380322
"X0.50_116.1071m.z",0.154885
"X0.50_138.0558m.z",0.189994
"X0.50_118.0773n",0.116321
"X0.50_141.1130m.z",0.714548
"X0.50_528.1740m.z",0.124978
"X0.50_161.1061n",0.186219
"X0.50_144.2234m.z",0.400253
"X0.50_157.0616m.z",0.139669
"X0.50_160.0731m.z",0.16984
"X0.50_179.1288m.z",0.106336
"X0.50_179.6306m.z",0.148139
"X0.50_186.0849m.z",0.074773
"X0.50_170.5682n",0.157631
"X0.50_191.1077m.z",0.085148
"X0.50_577.1947m.z",0.2298
"X0.50_588.2115m.z",0.186825
"X0.50_593.1773m.z",0.163085
"X0.50_803.2751m.z",0.367332
"X0.50_805.2619m.z",0.324068
