"","RSD"
"X0.50_806.2918m.z",0.397528
"X0.50_809.2268m.z",0.416318
"X0.50_811.2208m.z",0.266658
"X0.50_818.2029m.z",0.307494
"X0.50_819.1915m.z",0.24078
"X0.50_820.2578m.z",0.291389
"X0.50_821.2948m.z",0.403781
"X0.50_828.1946m.z",0.364662
"X0.52_121.0693m.z",0.088233
"X0.50_797.2328m.z",0.335459
"X0.50_795.2391m.z",0.326482
"X0.50_568.1324n",0.118547
"X0.50_614.1875m.z",0.243276
"X0.50_654.1895m.z",0.237109
"X0.50_655.1698m.z",0.180727
"X0.50_633.2114n",0.117455
"X0.50_666.2662n",0.134905
"X0.50_672.1706m.z",0.162329
"X0.50_680.2000m.z",0.452097
"X0.50_681.2033m.z",0.418199
"X0.50_696.2125m.z",0.618548
"X0.50_723.1902m.z",0.274787
"X0.50_740.2070m.z",0.613682
"X0.50_745.2149m.z",0.352619
"X0.50_753.2199m.z",0.285797
"X0.50_762.2645m.z",0.176248
"X0.50_763.2536m.z",0.416772
"X0.50_765.2330m.z",0.182634
"X0.50_786.2825m.z",0.239543
"X0.50_789.2851m.z",0.178612
"X0.50_790.2877m.z",0.224129
"X0.50_791.2840m.z",0.401782
"X0.50_744.2156m.z",0.343079
"X0.56_735.2715m.z",0.484346
"X0.55_571.2295m.z",0.194705
"X0.55_606.1516n",0.101093
"X0.55_620.1866m.z",0.469355
"X0.55_650.2048m.z",0.21512
"X0.55_713.2018m.z",0.129707
"X0.55_714.2158m.z",0.278445
"X0.55_715.2372m.z",0.403317
"X0.55_767.2340m.z",0.350316
"X0.55_773.2260m.z",0.154038
"X0.55_875.2336m.z",0.434344
"X0.55_918.2592m.z",0.484252
"X0.55_896.3246n",0.381368
"X0.55_948.3227m.z",0.223417
"X0.55_965.3321n",0.231214
"X0.55_988.3105m.z",0.185471
"X0.55_536.1445m.z",0.139875
"X0.55_535.1224m.z",0.202845
"X0.55_521.1797m.z",0.199103
"X0.55_520.1951m.z",0.132255
"X0.55_192.1094m.z",0.274675
"X0.55_236.1457m.z",0.287272
"X0.55_269.0299m.z",0.106939
"X0.55_287.2447m.z",0.470809
"X0.55_297.1227n",0.089541
"X0.55_736.2409n",0.11551
"X0.55_396.0952m.z",0.073345
"X0.55_413.0930m.z",0.088523
"X0.55_420.1215m.z",0.116852
"X0.55_451.1597m.z",0.389998
"X0.55_464.1557m.z",0.467211
"X0.55_471.1232m.z",0.105552
"X0.55_483.6741m.z",0.137477
"X0.55_495.1729m.z",0.258382
"X0.55_502.1315m.z",0.15023
"X0.55_511.0008m.z",0.310287
"X0.55_376.1607n",0.291927
"X0.55_153.1141n",0.093555
"X0.56_88.0403m.z",0.146448
"X0.56_465.2086m.z",0.162019
"X0.56_520.9863m.z",0.36123
"X0.56_530.2074m.z",0.30445
"X0.56_535.9607m.z",0.301881
"X0.56_542.1243m.z",0.136112
"X0.56_555.1941m.z",0.138134
"X0.56_521.1919n",0.130267
"X0.56_571.1143m.z",0.161814
"X0.56_602.2135m.z",0.096154
"X0.56_626.2274m.z",0.135001
"X0.56_686.2417m.z",0.380775
"X0.56_694.2464m.z",0.249583
"X0.56_700.2286m.z",0.368956
"X0.56_710.2465m.z",0.222281
"X0.56_716.2600m.z",0.14826
"X0.56_717.2602m.z",0.330845
"X0.56_727.2522m.z",0.291454
"X0.56_729.1671m.z",0.103003
"X0.56_460.1997m.z",0.424853
"X0.56_441.0041m.z",0.216506
"X0.56_434.1470m.z",0.166494
"X0.56_429.2442m.z",0.129956
"X0.56_168.0646m.z",0.075543
"X0.56_151.0999n",0.100033
"X0.56_185.1288m.z",0.482352
"X0.56_200.1520n",0.095537
"X0.56_132.1022m.z",0.311925
"X0.56_241.0088n",0.119394
"X0.56_276.0969n",0.094723
"X0.56_228.1880n",0.146666
"X0.56_286.0927m.z",0.105507
"X0.56_247.6053n",0.125098
"X0.56_299.6447n",0.226402
"X0.56_350.1231m.z",0.103693
"X0.56_353.1348m.z",0.343685
"X0.56_393.0290m.z",0.088489
"X0.56_416.0624m.z",0.173676
"X0.56_207.0212n",0.087381
"X0.55_185.0418m.z",0.110735
"X0.55_146.0303m.z",0.103076
"X0.52_335.1275m.z",0.082907
"X0.52_365.1045m.z",0.213791
"X0.52_409.0840m.z",0.082546
"X0.52_412.1361m.z",0.09716
"X0.52_417.1982m.z",0.116749
"X0.52_437.1265m.z",0.120696
"X0.52_453.1259m.z",0.105148
"X0.52_458.1557m.z",0.190323
"X0.52_479.0326m.z",0.076036
"X0.52_498.0784n",0.137964
"X0.52_534.1295m.z",0.135944
"X0.52_554.1474m.z",0.171598
"X0.52_578.1978m.z",0.285809
"X0.52_538.1697n",0.141951
"X0.52_620.2126n",0.185123
"X0.52_692.2593m.z",0.129745
"X0.52_693.2637m.z",0.271438
"X0.52_695.2408m.z",0.331088
"X0.52_329.0470m.z",0.086752
"X0.52_295.0859m.z",0.083242
"X0.52_291.0973n",0.079974
"X0.52_198.0912m.z",0.061893
"X0.52_200.5987m.z",0.131212
"X0.52_205.0945n",0.086932
"X0.52_207.0350m.z",0.178372
"X0.52_217.0836m.z",0.092713
"X0.52_219.0954m.z",0.073975
"X0.52_224.1131m.z",0.119389
"X0.52_206.1272n",0.093259
"X0.52_231.6026m.z",0.146934
"X0.52_702.2603m.z",0.433317
"X0.52_238.0390m.z",0.088353
"X0.52_240.0916m.z",0.102788
"X0.52_202.0953n",0.214856
"X0.52_244.1648m.z",0.211851
"X0.52_246.1088m.z",0.082552
"X0.52_258.0491m.z",0.122818
"X0.52_261.1089m.z",0.079969
"X0.52_246.0346n",0.090465
"X0.52_266.0814m.z",0.139773
"X0.52_707.2157m.z",0.341725
"X0.52_708.2534m.z",0.126798
"X0.52_945.2724m.z",0.443432
"X0.52_1000.3589m.z",0.236047
"X0.52_1003.2781n",0.492764
"X0.52_1035.3169n",0.366987
"X0.52_1088.7951m.z",0.523133
"X0.55_100.0241m.z",0.163848
"X0.55_82.9890n",0.13987
"X0.55_110.0612m.z",0.087574
"X0.55_118.1227m.z",0.159788
"X0.55_96.0690n",0.089314
"X0.52_127.0867m.z",0.094446
"X0.52_925.2884m.z",0.321279
"X0.52_709.2525m.z",0.142288
"X0.52_738.2006m.z",0.314003
"X0.52_739.2026m.z",0.450542
"X0.52_755.2078m.z",0.161818
"X0.52_783.2301m.z",0.417135
"X0.52_807.2863m.z",0.308369
"X0.52_808.2614m.z",0.455533
"X0.52_817.2028m.z",0.321748
"X0.52_922.2645m.z",0.449515
"X0.52_837.2951m.z",0.190364
"X0.52_850.2719m.z",0.326098
"X0.52_863.3302m.z",0.147074
"X0.52_864.3098m.z",0.251887
"X0.52_876.2588m.z",0.427681
"X0.52_894.3081m.z",0.286609
"X0.52_843.2482m.z",0.381807
"X1.21_669.1037m.z",0.265508
"X0.77_742.9548m.z",0.336956
"X1.12_271.5777m.z",0.405117
"X1.12_310.0151m.z",0.327728
"X1.12_326.9882m.z",0.367
"X1.12_354.1176m.z",0.277171
"X1.12_370.1294m.z",0.103119
"X1.12_718.2869n",0.117231
"X1.12_838.3374n",0.126521
"X1.12_503.1510m.z",0.142789
"X1.12_557.0895m.z",0.28247
"X1.12_1139.3577m.z",0.266009
"X1.14_172.5283m.z",0.241668
"X1.14_266.1749m.z",0.314865
"X1.14_284.5473m.z",0.382728
"X1.14_364.0620m.z",0.096672
"X1.12_265.1008m.z",0.373247
"X1.12_231.1477m.z",0.104763
"X1.11_373.1340m.z",0.229903
"X1.11_389.1283m.z",0.160676
"X1.11_394.0658m.z",0.108452
"X1.11_420.1971m.z",0.108504
"X1.11_439.1745m.z",0.609878
"X1.11_441.1475m.z",0.278718
"X1.11_458.1601m.z",0.370913
"X1.11_469.1066m.z",0.111291
"X1.11_475.1640m.z",0.482419
"X1.11_477.1521m.z",0.50833
"X1.14_453.1611m.z",0.156704
"X1.11_639.1805m.z",0.463633
"X1.12_97.0303m.z",0.195457
"X1.12_122.0966m.z",0.11257
"X1.12_144.5403m.z",0.199807
"X1.12_160.1084m.z",0.173724
"X1.12_173.1639m.z",0.480476
"X1.11_491.0778m.z",0.145447
"X1.11_363.1369m.z",0.427882
"X1.14_490.0411m.z",0.197447
"X1.14_523.1546m.z",0.19787
"X1.16_349.5663n",0.435509
"X1.16_341.5514m.z",0.419391
"X1.16_349.0643m.z",0.107844
"X1.16_392.0296m.z",0.087674
"X1.16_421.0083m.z",0.094057
"X1.16_412.0364n",0.123029
"X1.16_418.1546n",0.159166
"X1.16_459.1496m.z",0.313944
"X1.16_465.5508m.z",0.158242
"X1.16_540.0870m.z",0.242432
"X1.16_549.0333m.z",0.134361
"X1.16_554.0446m.z",0.19067
"X1.16_561.2095m.z",0.168573
"X1.16_562.2056m.z",0.340582
"X1.16_568.0339m.z",0.16704
"X1.16_577.1480m.z",0.123189
"X1.16_608.1797n",0.211971
"X1.16_614.0893m.z",0.368496
"X1.16_648.1682m.z",0.416436
"X1.16_662.1021m.z",0.348267
"X1.16_664.1185n",0.213622
"X1.16_321.0710n",0.094004
"X1.16_314.9787m.z",0.116131
"X1.16_276.5327m.z",0.376969
"X1.14_531.0978m.z",0.309696
"X1.14_543.1062m.z",0.126954
"X1.14_566.0565m.z",0.231046
"X1.14_570.0269m.z",0.13028
"X1.14_759.9152m.z",0.196792
"X1.14_966.8509m.z",0.25934
"X1.14_1112.3974m.z",0.101743
"X1.14_1123.3845m.z",0.233966
"X1.16_82.0786n",0.059547
"X1.14_515.1375m.z",0.349887
"X1.16_130.1202m.z",0.546859
"X1.16_168.0196m.z",0.202887
"X1.16_177.1023m.z",0.395408
"X1.16_180.1014m.z",0.136594
"X1.16_180.5174m.z",0.129548
"X1.16_182.1290m.z",0.65399
"X1.16_194.0484m.z",0.116034
"X1.16_201.0271m.z",0.057437
"X1.16_209.0120m.z",0.126598
"X1.16_240.1092m.z",0.108483
"X1.16_258.0688m.z",0.110958
"X1.16_276.0736m.z",0.125669
"X1.11_350.1030m.z",0.137659
"X1.11_340.0655m.z",0.159802
"X1.06_327.0027m.z",0.121318
"X1.06_346.1243m.z",0.119745
"X1.06_401.1630m.z",0.226829
"X1.06_439.1034m.z",0.169773
"X1.06_488.0277m.z",0.199742
"X1.06_503.0615m.z",0.297908
"X1.06_530.0387m.z",0.353565
"X1.06_532.0450m.z",0.218197
"X1.06_829.2869m.z",0.504929
"X1.07_117.0250n",0.086311
"X1.06_325.0280m.z",0.114024
"X1.06_315.1259m.z",0.141849
"X1.06_309.0519m.z",0.13373
"X1.06_251.9717n",0.079226
"X1.04_239.9961m.z",0.109119
"X1.04_275.0162m.z",0.091335
"X1.04_285.0143m.z",0.077627
"X1.04_288.0743m.z",0.144902
"X1.04_324.1436m.z",0.554186
"X1.04_398.0687m.z",0.119255
"X1.04_412.0869m.z",0.123947
"X1.04_543.2198m.z",0.241041
"X1.07_247.0518n",0.203924
"X1.04_828.2841m.z",0.416401
"X1.04_990.3283n",0.312279
"X1.04_1010.8602m.z",0.165549
"X1.06_136.0165m.z",0.126331
"X1.06_153.0435m.z",0.073333
"X1.06_169.1472n",0.377116
"X1.06_378.1790n",0.113198
"X1.06_205.0062n",0.085781
"X1.06_215.1394m.z",0.088981
"X1.06_225.0915m.z",0.149627
"X1.04_865.3103m.z",0.456908
"X1.07_270.0372m.z",0.325014
"X1.07_282.2894m.z",0.399981
"X1.09_483.1675m.z",0.487272
"X1.09_484.1150m.z",0.311796
"X1.11_119.0164m.z",0.489131
"X1.11_101.0156n",0.070278
"X1.11_135.5198m.z",0.203666
"X1.11_108.5669n",0.159228
"X1.11_140.0482n",0.079604
"X1.11_191.1294n",0.082446
"X1.11_231.0866m.z",0.150364
"X1.11_282.1948m.z",0.11793
"X1.11_108.0576n",0.053747
"X1.16_668.1276m.z",0.516974
"X1.09_385.1279m.z",0.456189
"X1.09_631.3699n",0.579271
"X1.07_369.2110m.z",0.105382
"X1.07_399.0346m.z",0.150684
"X1.07_415.1532m.z",0.239412
"X1.07_475.5395m.z",0.380213
"X1.07_506.0953m.z",0.204036
"X1.09_342.1196m.z",0.174192
"X1.07_1152.3794n",0.230973
"X1.09_105.0673m.z",0.561709
"X1.09_184.0998m.z",0.225518
"X1.09_194.0846m.z",0.071413
"X1.09_203.0496m.z",0.392556
"X1.09_242.0681m.z",0.134281
"X1.09_227.0774n",0.11321
"X1.09_248.9716m.z",0.109542
"X1.04_231.2065m.z",0.4774
"X1.16_679.0852m.z",0.285101
"X1.16_682.1003m.z",0.394888
"X1.21_167.5851n",0.344706
"X1.21_216.0349m.z",0.098426
"X1.21_232.0288m.z",0.112314
"X1.21_235.9959m.z",0.090029
"X1.21_238.0921m.z",0.086831
"X1.21_261.5416m.z",0.331186
"X1.21_261.0317n",0.088505
"X1.21_281.0811m.z",0.108134
"X1.21_310.9863m.z",0.177888
"X1.21_312.1033m.z",0.249512
"X1.21_317.1164m.z",0.185808
"X1.21_326.0190m.z",0.13536
"X1.21_338.5365m.z",0.298197
"X1.19_657.0458m.z",0.283197
"X1.19_700.0904m.z",0.258639
"X1.19_702.0883m.z",0.425195
"X1.19_765.1383m.z",0.35176
"X1.19_817.1110m.z",0.408344
"X1.19_863.1389m.z",0.379337
"X1.21_356.9887m.z",0.068708
"X1.19_940.1490n",0.221661
"X1.19_653.0749m.z",0.332426
"X1.21_379.1493m.z",0.229966
"X1.21_403.5407m.z",0.368218
"X1.21_545.2046n",0.87855
"X1.21_576.9931m.z",0.111811
"X1.21_580.0766m.z",0.175043
"X1.21_595.0512m.z",0.162377
"X1.21_596.0474m.z",0.169539
"X1.21_598.0837m.z",0.411171
"X1.21_600.0789m.z",0.35742
"X1.21_618.0504m.z",0.269031
"X1.21_620.0765m.z",0.191227
"X1.21_622.1403m.z",0.243011
"X1.21_623.1251m.z",0.371907
"X1.21_634.0917m.z",0.241549
"X1.21_643.0300m.z",0.455261
"X1.21_652.0750m.z",0.382138
"X1.21_654.1007m.z",0.402261
"X1.21_656.0919m.z",0.31544
"X1.21_658.0628m.z",0.456776
"X1.21_564.0894m.z",0.232464
"X1.21_563.0515m.z",0.216118
"X1.21_562.0480m.z",0.225902
"X1.21_561.0216m.z",0.088084
"X1.21_411.5277m.z",0.208794
"X1.21_396.5022n",0.138439
"X1.21_440.1218m.z",0.187472
"X1.21_966.1767n",0.330133
"X1.21_497.0595m.z",0.185503
"X1.21_515.0488m.z",0.135215
"X1.21_522.0531m.z",0.206923
"X1.21_397.0354m.z",0.185111
"X1.21_500.0791n",0.126012
"X1.21_534.0532m.z",0.214131
"X1.21_535.0570m.z",0.216058
"X1.21_545.0535m.z",0.094185
"X1.21_546.0550m.z",0.155571
"X1.21_1070.1222n",0.160507
"X1.21_548.0607m.z",0.235124
"X1.21_550.0376m.z",0.151935
"X1.21_551.0472m.z",0.210716
"X1.21_552.0528m.z",0.147925
"X1.21_526.0855m.z",0.227443
"X1.19_645.0878m.z",0.414438
"X1.19_642.0731m.z",0.295644
"X1.18_376.1294m.z",0.183558
"X1.18_389.0494m.z",0.271451
"X1.18_440.0840m.z",0.2328
"X1.18_450.0674m.z",0.170946
"X1.18_464.1679m.z",0.208053
"X1.18_473.0332m.z",0.139581
"X1.18_480.0568m.z",0.148096
"X1.18_506.0724m.z",0.172816
"X1.18_507.0626m.z",0.117257
"X1.18_556.0799m.z",0.286554
"X1.18_559.0752m.z",0.43674
"X1.18_585.1096m.z",0.319398
"X1.18_601.0672m.z",0.15132
"X1.18_602.0660m.z",0.218618
"X1.18_603.0951m.z",0.306538
"X1.18_604.0955m.z",0.292369
"X1.18_716.0988m.z",0.317112
"X1.18_300.0549n",0.111609
"X1.18_315.0530m.z",0.425746
"X1.18_305.0974m.z",0.134065
"X1.18_259.5343n",0.33532
"X1.16_694.0843m.z",0.339921
"X1.16_696.0736m.z",0.186771
"X1.16_701.0896m.z",0.365637
"X1.16_718.0902m.z",0.3701
"X1.16_759.6065n",0.347294
"X1.18_185.5892m.z",0.153046
"X1.18_200.0116m.z",0.108723
"X1.18_233.0388m.z",0.10535
"X1.18_241.0192m.z",0.188637
"X1.18_245.0017m.z",0.104418
"X1.18_231.5980n",0.229016
"X1.18_223.5397n",0.220264
"X1.18_267.0474m.z",0.086877
"X1.18_280.0154m.z",0.280173
"X1.18_288.9860m.z",0.12914
"X1.18_293.0476m.z",0.094523
"X1.18_297.9890m.z",0.355887
"X1.18_203.9760n",0.081675
"X1.19_157.0720m.z",0.080054
"X1.19_159.1496m.z",0.218522
"X1.19_512.0439m.z",0.337728
"X1.19_514.0654m.z",0.215691
"X1.19_516.0579m.z",0.222893
"X1.19_518.0617m.z",0.268994
"X1.19_539.0852m.z",0.321445
"X1.19_553.0442m.z",0.158541
"X1.19_555.0815m.z",0.290766
"X1.19_560.0738m.z",0.262988
"X1.19_581.0509m.z",0.206666
"X1.19_588.1014m.z",0.372116
"X1.19_589.0802m.z",0.340361
"X1.19_591.0657m.z",0.238432
"X1.19_605.0849m.z",0.281596
"X1.19_607.0746m.z",0.281976
"X1.19_609.2683m.z",0.198041
"X1.19_611.1005m.z",0.354546
"X1.19_619.0694m.z",0.279606
"X1.19_621.0754m.z",0.177694
"X1.19_632.0895m.z",0.341831
"X1.19_637.0399m.z",0.133638
"X1.19_639.0538m.z",0.236942
"X1.19_641.0682m.z",0.350272
"X1.19_593.0496m.z",0.146077
"X1.16_681.0881m.z",0.216668
"X1.19_160.5104n",0.121165
"X1.19_164.1068m.z",0.124051
"X1.19_196.1311m.z",0.391703
"X1.19_210.5133m.z",0.118474
"X1.19_227.2334m.z",0.185315
"X1.19_232.9859m.z",0.118051
"X1.19_288.5245n",0.343507
"X1.19_494.0920m.z",0.354855
"X1.19_318.0132m.z",0.184341
"X1.19_344.1347m.z",0.124792
"X1.19_370.0178m.z",0.293195
"X1.19_373.0306m.z",0.22198
"X1.19_404.0310m.z",0.093029
"X1.19_420.0116m.z",0.118656
"X1.19_422.0141m.z",0.11566
"X1.19_442.2075m.z",1.017711
"X1.19_466.0353m.z",0.133729
"X1.19_320.0260m.z",0.110674
"X1.04_218.9718m.z",0.090837
"X0.82_920.1232m.z",0.096553
"X0.82_927.6100m.z",0.103564
"X0.82_932.1274m.z",0.101177
"X0.82_935.1228m.z",0.110984
"X0.82_936.1205m.z",0.099526
"X0.82_940.1093m.z",0.112117
"X0.82_946.6370m.z",0.103167
"X0.82_954.1353m.z",0.084426
"X0.82_942.6224n",0.098307
"X0.82_1016.1354m.z",0.089891
"X0.82_1019.1385m.z",0.085927
"X0.82_1027.1287m.z",0.086818
"X0.82_1038.1343m.z",0.086721
"X0.82_1039.6405m.z",0.093887
"X0.82_1082.1751m.z",0.119453
"X0.82_1099.1851m.z",0.078549
"X0.82_1100.1653m.z",0.095183
"X0.82_1103.1533m.z",0.074925
"X0.82_1107.6405m.z",0.103174
"X0.82_1115.6500m.z",0.097302
"X0.82_1123.6580m.z",0.093151
"X0.82_1132.1407m.z",0.093909
"X0.82_1117.0627n",0.075073
"X0.82_913.1278m.z",0.097053
"X0.82_912.1296m.z",0.102998
"X0.82_901.1418m.z",0.147796
"X0.82_859.5691m.z",0.288113
"X0.82_395.1688m.z",0.317454
"X0.82_656.0713m.z",0.164406
"X0.82_740.0749m.z",0.11183
"X0.82_748.0671m.z",0.11515
"X0.82_753.0742m.z",0.129975
"X0.82_760.0708m.z",0.128409
"X0.82_772.0424m.z",0.129539
"X0.82_775.0371m.z",0.09711
"X0.84_110.0607m.z",0.114804
"X0.82_776.0394m.z",0.094414
"X0.82_773.5269n",0.276456
"X0.82_805.1101m.z",0.184356
"X0.82_816.1007m.z",0.140667
"X0.82_828.1062m.z",0.21474
"X0.82_831.5896m.z",0.08709
"X0.82_834.0754m.z",0.10081
"X0.82_835.0715m.z",0.147284
"X0.82_836.0902m.z",0.102324
"X0.82_840.0922m.z",0.115041
"X0.82_843.5897m.z",0.173143
"X0.82_794.0431n",0.083272
"X0.82_357.2183m.z",0.134149
"X0.84_166.5636n",0.146574
"X0.84_169.1671m.z",0.108428
"X0.84_812.1090m.z",0.148008
"X0.84_819.5916m.z",0.098856
"X0.84_821.6196m.z",0.413744
"X0.84_824.1059m.z",0.117266
"X0.84_825.0794m.z",0.182113
"X0.84_841.1419m.z",0.152677
"X0.84_842.1419m.z",0.145278
"X0.84_853.1344m.z",0.167591
"X0.84_861.6436m.z",0.228727
"X0.84_864.1286m.z",0.208366
"X0.84_865.1462m.z",0.174087
"X0.84_873.1421m.z",0.155341
"X0.84_877.1461m.z",0.16305
"X0.84_885.1440m.z",0.137083
"X0.84_889.1461m.z",0.154492
"X0.84_891.1512m.z",0.149465
"X0.84_892.1418m.z",0.133434
"X0.84_893.1383m.z",0.127437
"X0.84_897.1432m.z",0.14666
"X0.84_900.1370m.z",0.106527
"X0.84_903.6135m.z",0.105977
"X0.84_904.6227m.z",0.116956
"X0.84_908.1313m.z",0.107769
"X0.84_768.6042n",0.230163
"X0.84_793.1197m.z",0.161339
"X0.84_773.0380m.z",0.115782
"X0.84_169.2181m.z",0.472784
"X0.84_169.2693m.z",0.293737
"X0.84_169.3398m.z",0.354192
"X0.84_185.0332m.z",0.094749
"X0.84_190.0181m.z",0.12611
"X0.84_197.0346m.z",0.066014
"X0.84_187.2713n",0.209093
"X0.84_233.0543m.z",0.559006
"X0.84_151.0040n",0.079843
"X0.84_337.0648m.z",0.13801
"X0.84_414.9854m.z",0.09511
"X0.84_673.1133m.z",0.157905
"X0.84_696.1002n",0.158199
"X0.84_720.1092n",0.114476
"X0.84_728.0532m.z",0.132994
"X0.84_750.0293m.z",0.127486
"X0.84_757.1494m.z",0.364097
"X0.84_360.0562n",0.118177
"X0.82_355.1243m.z",0.126252
"X0.82_267.9553n",0.121159
"X0.79_347.9858m.z",0.070874
"X0.79_393.9847m.z",0.060782
"X0.79_409.0223m.z",0.084738
"X0.79_427.9959m.z",0.155793
"X0.79_428.9978m.z",0.075893
"X0.79_433.9891m.z",0.083942
"X0.79_437.9739m.z",0.086257
"X0.79_417.9596n",0.073687
"X0.79_471.1583m.z",0.485524
"X0.79_501.0199m.z",0.102971
"X0.79_469.9175n",0.197202
"X0.79_537.9884n",0.148322
"X0.79_576.0633n",0.098428
"X0.79_631.0137m.z",0.130712
"X0.79_634.0309n",0.131354
"X0.79_667.9602m.z",0.159048
"X0.79_675.0475m.z",0.179526
"X0.79_683.9268m.z",0.085569
"X0.79_703.9909m.z",0.138029
"X0.79_704.9949m.z",0.187865
"X0.79_791.0784m.z",0.180123
"X0.79_804.0827m.z",0.171277
"X0.79_308.9984m.z",0.08176
"X0.79_308.0194m.z",0.104346
"X0.79_294.9657m.z",0.107293
"X0.79_287.9814m.z",0.083761
"X0.77_743.9693m.z",0.190229
"X0.77_751.9642m.z",0.306776
"X0.77_780.9041m.z",0.319317
"X0.77_773.9350n",0.182573
"X0.77_846.0263m.z",0.301754
"X0.77_864.0061m.z",0.377164
"X0.77_841.9545n",0.137507
"X0.77_907.0270m.z",0.291858
"X0.77_933.9722n",0.214096
"X0.77_943.9933m.z",0.384444
"X0.77_957.9959m.z",0.469284
"X0.77_1065.9054n",0.198831
"X0.79_127.0992n",0.177371
"X0.79_168.1133m.z",0.23109
"X0.79_204.0315m.z",0.068727
"X0.79_212.5105m.z",0.191825
"X0.79_213.0683n",0.115456
"X0.77_935.0275n",0.30165
"X0.79_822.0243m.z",0.214417
"X0.79_823.0406m.z",0.203378
"X0.79_850.0866m.z",0.213157
"X0.80_764.0730m.z",0.246007
"X0.80_765.0659m.z",0.096638
"X0.80_767.0631m.z",0.121262
"X0.80_769.0673m.z",0.102738
"X0.80_783.0621m.z",0.095528
"X0.80_785.0572m.z",0.203117
"X0.80_786.0477m.z",0.158189
"X0.80_789.0385m.z",0.213682
"X0.80_798.0287m.z",0.149568
"X0.80_799.0371m.z",0.136146
"X0.80_752.0760m.z",0.125067
"X0.80_800.0437m.z",0.164352
"X0.80_850.9619m.z",0.134546
"X0.80_855.5885m.z",0.197193
"X0.80_858.0439m.z",0.116277
"X0.80_867.5927m.z",0.219552
"X0.80_870.0531m.z",0.168858
"X0.80_872.0167m.z",0.143821
"X0.80_882.0424m.z",0.1993
"X0.80_966.0611m.z",0.103104
"X0.80_1158.1143m.z",0.113481
"X0.80_848.0936m.z",0.215758
"X0.84_915.6088m.z",0.087329
"X0.80_702.5142m.z",0.306458
"X0.79_851.0726m.z",0.518151
"X0.79_873.0504n",0.465779
"X0.79_1042.9802m.z",0.208462
"X0.80_87.0078m.z",0.147504
"X0.80_101.0226m.z",0.110128
"X0.80_147.0314m.z",0.073152
"X0.80_122.0378n",0.074008
"X0.80_232.0205n",0.06579
"X0.80_230.9911m.z",0.072601
"X0.80_259.1634m.z",0.123906
"X0.80_325.9847m.z",0.159945
"X0.80_407.0394m.z",0.091654
"X0.80_575.0564m.z",0.066056
"X0.80_602.0159m.z",0.096155
"X0.80_606.0031m.z",0.093203
"X0.80_607.0107m.z",0.091068
"X0.80_608.0117m.z",0.083813
"X0.80_609.0120m.z",0.085472
"X0.80_666.0306m.z",0.109202
"X1.04_190.0706m.z",0.095162
"X0.84_923.6258m.z",0.089471
"X0.84_942.0633m.z",0.088429
"X0.92_700.0241m.z",0.24234
"X0.92_709.0043m.z",0.300051
"X0.92_734.0260m.z",0.30792
"X0.92_756.0176m.z",0.36056
"X0.92_836.9933m.z",0.298667
"X0.94_103.0634n",0.070217
"X0.94_188.0393m.z",0.38773
"X0.94_343.9192m.z",0.349496
"X0.94_428.1056n",0.432859
"X0.94_849.9686n",0.369209
"X0.96_232.0380m.z",0.173417
"X0.96_204.9206n",0.110741
"X0.96_286.1421m.z",0.143955
"X0.96_299.9370m.z",0.124625
"X0.92_679.0092m.z",0.208245
"X0.92_655.9924m.z",0.119065
"X0.92_359.0255m.z",0.111361
"X0.91_556.0254m.z",0.21582
"X0.91_570.0457m.z",0.128565
"X0.91_646.0064m.z",0.194508
"X0.91_686.9820m.z",0.229279
"X0.91_699.0316m.z",0.271492
"X0.91_729.0229m.z",0.276741
"X0.91_757.0100m.z",0.165675
"X0.91_779.0179n",0.154919
"X0.91_840.9924m.z",0.439639
"X0.91_862.9993m.z",0.202625
"X0.91_853.9807n",0.267877
"X0.96_309.1171m.z",0.771815
"X0.91_875.9669n",0.371481
"X0.91_979.9980m.z",0.452547
"X0.91_1004.0028m.z",0.341115
"X0.92_162.0759m.z",0.067472
"X0.92_229.9767m.z",0.107081
"X0.92_276.0201m.z",0.128465
"X0.91_909.9808m.z",0.314806
"X0.96_576.2260m.z",0.19049
"X0.98_163.1234m.z",0.554342
"X1.01_127.9232n",0.107261
"X1.01_166.2030m.z",0.522196
"X1.01_128.0475n",0.314849
"X1.01_223.0213m.z",0.09456
"X1.01_248.1475m.z",0.112584
"X1.01_259.0016m.z",0.0766
"X1.01_270.6251m.z",0.251776
"X1.01_304.0041m.z",0.120235
"X1.01_831.2992m.z",0.359163
"X1.04_115.0998n",0.140051
"X0.99_500.9411m.z",0.131621
"X0.99_455.2154n",0.932458
"X0.98_193.9309m.z",0.130398
"X0.98_197.0062m.z",0.06874
"X0.98_201.9918m.z",0.072
"X0.98_234.9696m.z",0.116568
"X0.98_281.0047m.z",0.109612
"X0.98_343.1646m.z",0.150715
"X0.98_389.0194m.z",0.105653
"X0.98_100.9575m.z",0.186895
"X0.98_401.9622m.z",0.087533
"X0.98_664.9383m.z",0.174199
"X0.98_823.9800m.z",0.187424
"X0.99_127.9793m.z",0.136554
"X0.99_130.9675m.z",0.141446
"X0.99_132.9593m.z",0.256535
"X0.99_149.0143m.z",0.038423
"X0.99_191.9852m.z",0.108636
"X0.99_202.9650n",0.056961
"X0.99_267.0136m.z",0.099699
"X0.98_402.9700m.z",0.10813
"X0.91_518.0169n",0.103996
