Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
976.8185__114.14,1203170.44557,1007366.04598,591252.02728,830566.2489,1039069.19069,883104.49482,217964.67407,191880.55804,271377.3202,89068.52336,54879.02622,249671.49629
977.6584__149.75,27691.90169,30623.7077,30895.01849,35052.55773,504423.06783,123493.00234,2536525.88993,2419486.26105,771520.88217,1546391.47735,2061411.61147,1553368.25985
980.3248__70.66,445604.4126,449770.91971,312792.95499,364790.37955,350706.90939,138894.93429,401950.13409,256637.77037,252523.42328,343605.87218,865927.09657,385166.03213
982.3231__70.66,595693.87334,625692.36934,487696.93498,538217.49359,675701.35896,236847.69068,227274.93162,319728.44409,595314.36768,529710.31529,965877.84999,1179169.4903
982.4809__73.2,345296.19814,574133.9666,262798.32775,341903.14958,418005.74019,298326.13897,5310.09154,93247.12901,0,0,0,0
982.8026__115.95,843584.55303,785219.24467,571133.37523,482156.06346,648152.55253,614706.36769,17271.42754,0,0,0,0,37891.78091
984.3181__70.7,524916.28669,666007.139,453550.34264,542582.44749,488428.12731,239646.81271,434969.08022,620409.69558,656185.59605,498899.49172,1077994.65252,1109985.0053
984.7693__113.69,971300.14513,836061.45614,1168211.13552,1033005.88786,528092.55816,1056501.18198,681161.2728,378955.24538,541969.72254,352893.80252,567987.46035,778351.60316
985.2977__68.05,262376.58495,181577.88919,110720.78491,27268.15574,178783.99381,168309.05129,772137.92928,667918.77379,762799.09358,879802.86963,772040.51084,825729.78215
986.3143__70.3,273484.50968,398585.00778,40704.91619,303282.44835,291252.21678,18738.7605,1076065.2756,636738.04935,1040277.32706,787327.8302,768484.94383,556311.08544
986.7467__113.4,2683150.62663,1756948.62526,1141382.25762,1432387.646,1924281.22964,1596460.13236,0,12825.21477,0,0,0,0
987.2955__68.38,345526.87162,347459.82155,223776.31993,34932.7786,270991.09551,100167.40229,965671.52268,782509.73707,1134081.59794,1057747.45413,747795.9292,890830.65508
988.2795__70.02,0,0,0,0,0,0,641259.828,654781.63834,758307.22329,608749.40549,0,612351.30865
989.6566__149.18,1031026.49294,1917185.17134,702936.90848,1864810.63408,2419665.75086,1447355.49531,4774325.63495,9219923.94073,4214215.7452,3061036.73847,4958712.40868,3798158.04893
990.3121__67.78,923037.15635,386826.83423,124894.66768,372432.64563,25967.36377,396901.10861,1153353.13748,1175222.77055,1321066.17457,650868.72983,1280318.31627,671483.51636
990.6599__149.36,194508.50083,420671.56357,44194.21216,853846.65789,0,519367.35233,2233048.28316,4747500.12088,2075075.45182,1524176.9854,2304105.00098,1280421.70911
990.7893__116.46,1641666.11465,1596027.05728,1370587.97165,1239865.03237,1512402.85701,1455459.89476,119333.75187,140149.04281,0,42785.13129,82730.63548,145447.87636
990.9183__94.77,418391.53398,255105.61931,340247.86231,809534.57451,1190296.67328,430831.85329,0,64788.433,18770.95623,0,0,0
991.3127__67.06,865004.38718,808698.07791,599851.73867,744260.7073,712201.91543,513043.43432,1918756.68845,1546525.22439,1246564.15977,1584367.86489,881311.42873,1452614.99435
991.6731__148.61,24740520.99715,38454692.60148,28122064.98617,41594531.01809,46118639.59135,33083694.66867,125889663.30787,165807213.9103,120213063.30873,121191306.77372,140891354.60242,126758274.71694
991.916__113.29,1161247.99949,1395428.33644,1052449.30228,1230559.88509,1429583.53386,796144.61681,450837.61708,620790.78467,708750.89354,879902.73562,403016.35154,922396.22647
992.3103__67.44,928419.09116,810750.15494,519914.91708,61586.58301,741607.42403,401912.50162,1772708.83492,1211135.1279,1666605.11076,1546962.55252,546808.29139,580509.91349
992.6755__148.66,13532743.44823,20915809.58359,15089461.97106,21787456.2854,25142230.12022,17058501.57728,64695460.0545,86806139.17181,65146614.54772,63186299.54145,76397904.81105,68065945.86838
993.3092__66.97,799176.45088,640475.84615,565633.51837,196879.9603,609880.21653,440171.35466,1680806.7191,1226946.22479,1339219.90327,1318959.29009,1475257.12056,1393486.11938
993.6794__148.59,4057370.58892,6448708.86363,4536856.53996,6451235.7561,7754185.61902,5111718.64154,19674198.20469,27330832.93346,20525591.78923,19729500.02515,22702343.58281,21278601.49601
994.6828__148.58,598314.65372,838538.93378,730496.04591,1093728.97742,1018345.37385,825490.61225,4211265.90959,5759226.43654,4273605.11489,4631339.7732,5045707.76163,4338695.33206
998.2963__71.62,119552.44263,69598.15614,43576.44401,0,55636.54211,17023.03942,454652.5982,331297.09087,590335.30255,320683.88351,819166.70809,852071.58344
998.6792__112.87,12176285.72329,7805155.27216,4818774.37318,8393117.47014,9904811.73635,10200668.7447,0,268975.12078,0,13859.75244,10757.80265,0
1000.2939__71.08,67819.38568,190569.00755,72428.20693,0,59459.25492,16586.27428,540346.94368,357666.64934,428105.41794,709431.03023,473123.93929,352966.61217
1002.2894__71.34,82090.33778,12971.92369,0,0,18391.12753,0,349380.93502,195282.96494,422187.80797,390724.98625,580653.32202,524948.40039
1003.7078__149.39,40704.11513,133382.40062,0,0,0,58721.50586,1644502.90557,2697820.52667,1858583.79212,1336725.47469,1594034.95738,2367685.12768
1005.5981__57.47,1867454.15781,953597.08736,543924.68131,746636.40934,1087023.19475,567748.56762,0,11863.949,2708.73492,0,0,0
1005.69__147.72,342192.22253,1097790.44854,252079.69429,52181.02968,1035523.88705,347673.16705,3918911.31985,5017993.66289,905231.43691,1153216.66232,5351647.92364,2639952.94885
1006.099__57.56,782498.07416,345058.90818,117664.76013,248787.16908,397122.5975,142618.63258,0,15147.85586,0,0,0,0
1006.4959__70.68,1944858.01634,1640406.27095,1637548.36574,1713357.09255,1506718.00916,1798989.54857,0,6250.71655,0,0,0,0
1006.496__61.94,5669104.81208,5496902.28631,5850512.90679,5005828.88992,5848020.59524,5101824.64994,15954.91011,720072.04247,98966.52992,46531.92092,0,0
1006.5982__57.32,645453.75097,391877.4987,214697.90922,252430.06908,394209.56388,153115.42371,0,3935.79425,0,0,0,0
1006.6928__147.68,54925.83665,295955.89685,24126.32498,0,254524.5435,63447.55754,2182830.89607,2927628.36563,177701.26899,570985.03574,2675756.28271,1476781.8786
1007.4955__61.06,876168.54109,844222.57851,637049.98347,725390.14668,524144.16925,597935.28031,0,4860.80235,0,0,0,0
1008.4915__61.64,12308433.52703,10817294.71231,8739501.49293,11137992.17003,11411616.98396,10022734.41169,132617.52539,1826139.83827,508599.3612,208442.00966,160984.8428,30629.81204
1008.517__116.73,814233.036,512680.24032,419877.8727,637199.26939,812744.71057,286756.83546,0,0,0,0,0,0
1008.8094__113.95,6125198.98012,4688742.71421,3209423.27356,3655243.00833,4768236.41143,3996898.61633,1535677.65258,1147104.86594,1401717.22492,695325.89115,930070.70773,1198432.78777
1009.3111__114.1,2107327.24333,1479128.36726,907550.17183,1167812.25671,1402408.537,1146372.0036,390187.75982,17680.10512,154370.78235,34400.2605,0,337934.63025
1009.4936__61.06,2086786.45921,1903592.53353,1435956.99835,809152.91141,1982844.72738,1989860.78854,0,49133.50213,10113.78357,6174.0324,0,0
1010.2849__67.77,1492956.34296,1273241.71615,779189.42196,1064953.27511,1255193.8194,727343.9921,2345728.28365,2035013.14144,2326862.58022,2055859.98275,1615182.12241,2711730.14978
1010.4885__61.64,9506538.52001,8517402.16973,7429242.89486,8291558.37336,8534093.93606,8251727.37347,75410.91493,1173520.70375,370770.69152,98189.5552,101500.88769,16383.86825
1010.4887__70.97,3275036.63586,2437685.29938,2436231.99797,2706282.34539,3233331.42692,3137755.72596,0,100071.35329,0,0,0,0
1010.6137__99.78,3844329.40309,2867275.62144,2210677.68197,2233992.70062,3052588.24054,2935716.41685,0,0,0,0,0,0
1011.4904__61.36,1094483.98981,955362.61448,744775.72513,69228.84322,1043868.44619,581579.11231,0,15589.72067,0,0,0,0
1012.2802__67.76,4379717.99986,3349806.53609,2821457.38832,3455843.63387,3348548.12851,2274283.2927,6706249.27328,5772771.36442,6638935.26483,5709223.2222,6268355.39649,7462284.94671
1012.4869__61.94,3552380.0777,3326610.73417,3001787.51918,3210643.76639,3575316.39087,3473230.91889,7670.04234,303915.48874,55986.54035,0,6366.18604,0
1012.4871__70.39,1267525.13815,1214229.89878,1146416.31633,1143314.92816,1211879.49711,1114028.2398,0,0,0,0,0,0
1013.6558__149.14,7360523.59994,6837635.4394,4477783.563,4750594.70709,5754829.34517,4241977.13181,5891063.3823,7948188.11748,5115997.763,9609554.13852,9155668.0129,6856313.36476
1014.2796__67.76,7195657.72514,5657474.75312,4603358.3461,4571825.28332,5512111.31158,4153884.66645,10582919.543,8994115.14949,10337482.66303,9064241.88545,9898224.7171,11316897.57631
1014.4828__62.02,732719.14738,612650.16296,383503.56132,649677.3694,475418.25866,362556.9477,8925.76215,20770.24847,10155.22541,0,0,0
1014.6604__149.22,3782855.02203,2235657.18284,2195294.68379,2915199.46055,3701458.61492,2256063.00304,4093621.6575,4510989.18164,3678768.98967,5533642.56588,5060327.53419,3895240.04587
1015.6731__148.41,7560397.1627,13704182.62971,4663450.40718,12634077.55247,18337680.64223,7081654.64512,24808406.97754,43312018.20615,38352931.84745,17950688.16467,20691534.94802,35948542.63021
1016.2765__67.71,7986472.84301,6037075.42308,5034539.08166,5299881.10865,6260239.02247,4591597.00211,11996684.28369,10108000.59998,11164100.67292,10169017.13991,10596301.94206,13037068.739
1016.6769__148.29,3973931.07214,7660008.74337,2531690.00576,7323646.02902,9873172.55814,4302941.74735,14473479.47825,24541636.25815,22551772.32986,10036112.58063,12090083.82751,20811184.50203
1016.7984__115.89,660071.87765,820773.68233,386264.46786,410898.23071,843644.43333,531660.75059,0,11939.30568,0,0,0,15899.22702
1017.689__147.71,5509686.31908,9509396.37056,4002836.86154,8869362.44737,13563644.83943,5175641.68739,17293803.68905,26748140.24138,19996015.56247,14538993.58879,24403836.8101,22697868.3846
1018.273__67.76,6364216.7488,5103862.13136,4029856.29574,4336658.57532,5024898.52135,3772496.01571,9623813.32084,7908279.27823,9430918.7711,8300103.18028,9315124.68882,10608931.72979
1018.601__99.71,554344.64015,807943.03227,503631.51546,407589.649,734134.73968,561474.47217,0,0,0,0,0,0
1018.6327__149.17,4085936.72425,5454893.58995,7205419.51729,7842386.93472,5745160.66485,7719145.27344,16195595.44064,15412861.03789,12325277.88916,12379212.95805,16429671.92717,13113789.72121
1018.6937__147.51,2347597.79746,4586958.39183,2302542.96468,4631046.20773,7084357.01319,2737273.17,8769068.38829,13293619.60857,10221286.7061,7142290.97716,12984133.90835,13381308.3359
1019.1345__148.99,3552781.62862,5427866.62579,7761006.80783,8325402.94582,6311377.56641,7964915.67279,17078093.58376,16293976.43712,12402837.48505,12531476.70752,17873611.8288,13329069.70388
1019.6371__149.05,2639925.49377,3474181.14731,5056228.37772,4930153.31996,3575876.94003,4709621.61811,10650497.40151,11061852.20566,8630044.10112,8924167.00343,11299564.06386,7950963.1569
1019.7056__147.1,6510532.76094,12546565.56017,9311794.29812,12555927.01643,16506331.28845,10440318.18811,28042427.42188,32028868.40474,24788891.25586,23320544.19449,38263138.06418,36547258.67574
1020.1378__149.12,769920.94384,1181701.25118,1891622.46554,2069712.85249,1327149.12021,1887099.99407,5413124.09256,5188231.53328,3953460.83003,1972307.4142,5097309.31297,3993872.24291
1020.2708__67.63,3825766.12555,3055612.70416,2238744.6838,2756386.99072,3207514.94281,2217104.35147,5891497.99767,4150754.83657,5871077.73552,5034026.54143,5529367.62319,6798472.65943
1020.3143__66.53,2090474.55927,1968253.577,1678169.09008,1942839.47567,1926342.78483,1793995.69649,2776220.92446,2673958.66601,2812353.57224,2582304.33235,2785996.89515,2926742.63948
1020.6376__148.6,141553.90764,118364.81363,54402.41542,123904.62782,115094.40502,61403.31953,2088382.40947,2314390.73673,1891425.5186,1954434.70762,1909911.10706,854521.97727
1020.7084__147.03,3917092.69875,7154699.65151,5104123.54641,7141597.48514,8423430.94984,5584820.59632,15295530.43245,17318953.91719,14430894.97522,13624003.64282,21417477.24035,20523889.78105
1020.7431__113.31,1899109.66823,1555095.81871,1126023.24095,1282927.20485,1525196.79498,1508014.91519,0,19661.38144,0,0,0,0
1021.7112__146.96,782753.61779,1768049.744,1497501.02954,2095934.64505,2500617.36715,861069.14086,5074888.43901,4990838.21119,4401196.83037,3958660.16125,6796568.05173,5827535.52456
1022.2678__67.78,1823736.02473,1257879.35787,772150.44211,1142186.45476,1143969.10178,886016.3582,3024096.89492,2214518.31795,2625666.14995,2294452.00266,2358457.43594,2968396.94776
1022.3115__66.59,5657238.32917,4850849.12917,4248089.20369,4586268.38515,4970397.74487,3975795.51383,7043103.83961,6305090.66053,6470132.86092,6313688.53784,7319798.0956,7572007.92176
1022.4693__72.61,470908.72754,544332.19266,417000.7609,90460.5394,470199.40441,443561.37573,0,39371.49751,5947.44642,0,0,0
1024.3065__66.52,8372148.42132,7422068.6449,6389330.53804,7033084.12672,7332547.92208,5678981.79987,9865789.40801,9406014.47461,10128782.82367,9451480.47504,11872922.54609,12237404.84034
1024.4678__72.65,1253896.56528,1247282.55149,966114.54774,1252572.27338,1352556.26073,907536.56353,0,286190.36278,0,0,0,0
1026.3061__66.55,8534296.35128,7891682.35341,6441125.91521,6996313.24801,7982468.18358,6205253.63463,11014101.65325,10006619.73307,10207859.79759,9502663.53384,11411947.12423,12083820.79995
1026.4645__72.67,999485.67241,1062116.56838,806184.71383,983942.65857,1074353.94635,860170.67482,0,56486.01839,0,5796.27611,0,0
1026.4866__60.31,0,0,0,0,0,0,271032.43115,270646.00949,432813.23185,169204.64191,361377.70965,478892.87483
1028.3032__66.66,6552540.70716,5848116.56326,4963281.04033,5172946.29232,5982185.68945,4602904.13909,8315003.71528,7183663.15258,7823220.79432,7292616.27495,8834132.76417,8774890.14099
1030.2975__66.78,3783763.39607,3467756.82839,2708742.5795,3049821.7388,3291509.55924,2436580.06396,4577642.00051,4201590.7649,4155748.49768,3924265.17398,5519548.76697,5416985.262
1030.6342__148.89,2365731.46311,3209907.34285,3165172.25665,5541841.21298,5342917.7289,3530835.73522,6884007.24681,7897996.21785,6827903.758,4050887.50713,4398382.01086,7604503.16495
1031.1362__148.81,2207421.12956,3973733.85857,2786352.94293,5484518.2988,5062810.06539,4431405.83422,7184567.10845,8042385.75666,7238401.52204,4191904.01208,4561973.19483,7279735.76224
1031.639__148.54,3172813.77116,3868260.25861,3413351.38556,5561156.41747,6053398.76068,4484081.09726,6218324.38025,7842198.16154,5144786.13276,4276391.9835,7278752.33785,8144756.22942
1032.1418__148.38,1866527.84852,2996586.48019,3148937.03774,4799052.07811,3103083.93034,3007413.0825,4917116.02837,4958749.06425,3699818.86197,2464094.46734,6364260.18493,5597865.4689
1032.2965__67.59,385443.37854,1463358.36801,1108262.23281,1131946.09483,332174.90728,989445.13731,1532682.31763,1732124.05845,555540.77932,552530.53657,966545.70067,1940264.28966
1032.6488__147.93,2299590.50184,3666506.7829,4986988.58532,5472728.76358,4825834.85172,4608597.96304,4027335.04712,5015490.73602,925140.44138,3375011.40168,6262986.76349,6129847.54843
1032.7734__113.59,602639.35961,244406.89695,94953.08564,0,132102.60693,513186.69713,653656.81414,522429.74662,636425.15527,255775.9327,565258.14918,413096.89368
1033.1517__147.87,1930127.39616,2606624.40939,4672985.75498,4486851.16543,3294903.20163,4282796.73775,3663672.22858,2487599.31956,2358393.18634,3269617.85748,7813585.83772,6182811.08397
1034.5795__57.85,1248649.38745,772787.51394,459798.10029,529699.46421,828740.34163,428330.79466,0,4638.778,0,0,0,0
1035.5771__57.57,853891.574,576394.07957,255646.23138,389198.07778,484611.73783,306799.35581,0,0,0,0,0,0
1038.2864__70.53,141707.791,263810.79219,248221.66093,219815.884,0,64455.73496,166424.78653,267760.65514,93097.04664,119443.66812,467278.50111,336536.03317
1039.6755__147.51,2421063.86474,4425853.86287,2112637.53774,3650733.22938,6417087.02572,2249724.29925,3677722.36787,7237715.58878,7547426.85655,4999560.64394,7315717.55244,8918726.60615
1040.6778__147.37,1280878.48112,2313164.20459,774941.35633,1516968.52512,3081521.4321,1104288.59256,2260790.69173,3783106.61917,3911415.30223,2811274.98742,3823026.32572,5389981.91382
1041.6899__146.93,2276825.828,5024984.84236,2454458.64779,3329918.32517,6136299.03835,2415085.11241,4647098.34998,7249951.7072,6520487.10695,4409341.82122,5925888.44023,8098811.71855
1042.2801__70.68,446140.46269,240911.44126,449949.07153,405308.07201,480824.35608,333142.75599,184790.98224,517110.59338,401817.99881,145499.72439,906912.14563,635284.48526
1042.6921__146.87,1364291.38394,2483315.73345,523045.45245,1622241.70267,3163199.83359,774373.82428,2242084.00328,3673039.00138,3598846.3255,2205380.38307,3416629.43914,3860229.85896
1042.8047__114.09,23953731.40893,17060802.89407,12889938.98266,15640968.99964,18394111.3976,14768344.77694,5516078.62939,4717006.9414,5157630.41391,3363638.89307,4111391.80477,5846500.08781
1043.3065__114.23,1850785.61043,1259301.31183,849093.36242,1060935.2448,1318337.13511,1084142.6734,428995.43204,161193.53466,45812.32962,45276.34955,0,136172.71806
1043.7055__146.59,1320390.45293,2962889.37864,704997.31625,3010333.62635,4822895.29056,1372866.18244,6115407.69704,9449770.84935,8641763.3339,3662345.316,5815930.71426,8709704.57301
1043.8053__114.23,3891196.72202,2937502.81101,2073949.90337,2597366.84607,3280949.75675,2576806.98292,793670.89117,671220.50752,859415.49598,364099.58531,462744.33688,820537.47417
1044.1436__147.88,1018375.04645,1625010.52199,744405.01894,1867866.81405,2944156.85317,708846.61694,1253611.88748,2080724.91349,1699082.74894,875919.84335,2263777.57537,1480782.52751
1044.68__147.07,1319955.55349,1353079.05109,1397561.65632,1500866.81643,2553619.97678,0,1820401.85533,2537108.21955,2166648.79566,1935922.22034,2532042.93006,4587741.14105
1045.1499__147.52,1311513.53996,2112888.23673,1676569.97856,3131321.0933,3622618.39863,1910276.7316,1896951.46794,2974116.08097,1790146.86108,1032074.26611,2903286.42696,3711908.51791
1045.6555__147.21,1242967.77401,1902724.01284,1909537.84324,3497557.75937,2661948.33829,1160124.9073,1694172.72865,2512357.06669,2146793.28311,1157398.08323,2860776.63191,3687432.35729
1045.7217__145.92,1378301.46702,2542620.72421,1233342.32119,1762631.8765,4163552.91121,1124156.17017,8646959.94434,12668858.61096,11475023.34707,6813948.51029,7979949.02913,7950240.79141
